Cry_Reason,Amplitude_Envelope_Mean,RMS_Mean,ZCR_Mean,STFT_Mean,SC_Mean,SBAN_Mean,SCON_Mean,MFCCs13Mean,delMFCCs13,del2MFCCs13,MelSpec,MFCCs20,MFCCs1,MFCCs2,MFCCs3,MFCCs4,MFCCs5,MFCCs6,MFCCs7,MFCCs8,MFCCs9,MFCCs10,MFCCs11,MFCCs12,MFCCs13
0,0.013562341,0.005795322,0.086089482,0.046385914,1066.295393,584.5659679,28.61875358,-50.466396,-0.058314197,-0.006492001,-52.882885,-32.44037,-606.2491,72.45572,-9.065112,-2.1610055,-2.9007561,-20.411825,-12.213619,-15.182203,-21.406446,-9.364587,-10.660333,-14.220217,-4.683702
1,0.007454234,0.001876522,0.127195649,0.011400092,1466.684054,722.6748121,23.62412744,-50.57274,0.018057294,0.007808074,-60.401123,-34.449215,-683.0511,61.225502,-14.716144,-0.23697324,11.105439,-5.9272003,-0.5474623,2.651311,-7.4399834,-4.953896,-3.7272189,-7.950952,-3.8769612
1,0.116792865,0.0401969,0.086419314,2.11844,1325.430443,607.6512106,22.58422717,-37.28367,-3.11E-05,2.83E-05,-41.746098,-24.513453,-475.19196,66.630394,-41.60144,-1.5138215,9.085382,-24.2645,-3.7945917,5.8652835,-10.712427,-1.6401311,0.063214734,-8.312309,0.69920963
1,0.16459183,0.06880715,0.105452582,6.56908,1497.279393,556.3131551,24.17348357,-34.217724,-0.05747767,0.007667182,-36.939964,-21.88795,-417.86777,59.932404,-54.55214,-9.9784355,13.082665,-14.601853,2.3330314,6.2287607,-14.248205,-3.2806046,1.3477963,-10.827453,-2.3986053
1,0.121890426,0.044400655,0.182766904,1.2798624,2034.441169,762.9475802,27.84737404,-40.68619,0.06349664,0.000692276,-40.20995,-27.25657,-456.51746,89.618744,-120.80232,-10.235106,19.340942,-44.93731,9.292803,19.361872,-32.209427,-7.001089,9.449574,-8.36349,4.0817733
1,0.038739186,0.014833868,0.110720199,0.25179255,1325.773133,547.5003058,26.65173917,-43.792885,0.06376558,0.025980216,-46.734615,-28.139875,-532.3969,61.332253,-44.40074,-6.5803084,14.144129,-15.803265,-9.027982,-1.4491104,-9.222788,-3.3929145,-7.894052,-13.917253,-0.698601
1,0.032434996,0.013329724,0.052980132,0.28306267,812.951223,540.834033,29.95162087,-43.633297,0.002799267,0.003571209,-45.697174,-27.12636,-524.70056,56.363773,-0.052845936,0.46403867,-6.5169616,-23.002092,-15.4382925,-12.734839,-15.587309,-6.8039513,-6.818939,-10.037101,-2.3678207
1,0.16319992,0.060059622,0.138820783,1.8993485,1636.680129,678.8546761,29.93177894,-36.959118,0.03210013,0.021572623,-36.153713,-23.412714,-401.96466,96.39607,-81.905235,-1.2375448,27.954134,-42.426994,-25.848982,-3.3526917,-21.400356,-5.021689,-1.1652936,-17.527128,-2.9681482
1,0.08940495,0.035654802,0.099619076,3.8247263,1279.180486,510.1604088,23.81485618,-37.6352,-0.016141467,-0.00039225,-41.46207,-25.176956,-486.99524,49.634834,-18.36006,2.3713639,3.1268804,-18.076483,-3.5826392,1.7245489,-7.3612175,-0.5057068,-2.0373504,-7.958095,-1.2384042
2,0.06168311,0.022610683,0.165779569,0.44338915,1791.832655,675.4529569,28.26543508,-39.581284,0.02772235,0.028226051,-46.01017,-26.668509,-514.90405,81.59955,-64.47192,9.991951,18.740171,-30.982477,4.029264,5.541497,-21.784748,0.08833551,-1.5486481,-11.012975,10.157293
2,0.019837284,0.005872759,0.076343258,0.08602866,951.6711603,406.7521853,23.05596242,-49.21528,-0.01568953,0.003506878,-56.883724,-33.122425,-645.5421,60.145645,-14.8964,-0.4954151,3.8700063,-12.22426,-2.3046682,-3.234547,-11.277627,-1.0790533,-1.8061116,-8.350083,-2.6039872
2,0.08124773,0.026974674,0.115286113,0.59729224,1397.014843,663.220789,26.76767385,-37.13436,0.04687722,-0.019378245,-40.95715,-23.274717,-472.7292,86.55573,-65.82345,-1.8468864,11.767962,-31.118536,4.112152,8.710549,-18.142767,1.9071155,1.2022232,-12.527912,5.1862803
2,0.041477926,0.01904844,0.065416579,0.7423874,891.9131844,456.3609734,25.31725927,-40.222168,0.061711002,0.022567846,-44.511723,-26.493996,-506.64798,69.75957,-2.817416,-17.947067,-4.7584743,-9.575976,-19.310036,-14.382442,-4.07914,-2.0911713,-5.8592463,-4.5963216,-0.58250314
2,0.13165139,0.046825815,0.100689414,1.5048574,1300.292793,645.4992846,25.44327872,-34.05136,-0.073411554,0.029628363,-36.289524,-20.817816,-407.06766,115.04656,-70.78628,-19.693422,-0.9168289,-42.505367,-0.89554703,16.708548,-15.461765,-6.726688,-1.0232134,-10.954342,1.6083103
2,0.037334114,0.01530287,0.108802644,0.24307439,1210.960551,498.9998978,27.6117088,-42.255062,0.035692137,-0.000855984,-47.245304,-28.486664,-549.0105,80.43871,-43.398296,-0.9876283,16.666704,-18.716154,-4.82342,4.7993445,-6.8069277,-1.7874388,-8.055335,-14.231566,-3.4032266
2,0.11425437,0.054299116,0.092497822,3.7658696,1237.027274,693.8627481,31.02420381,-36.405197,0.029538896,0.003300908,-39.59837,-24.59245,-454.26874,50.068787,-15.043343,-11.467426,-4.5529213,-17.753477,-13.835924,-4.61615,-3.255501,-1.1285999,-2.605908,-0.9877124,6.179315
2,0.017690208,0.007621471,0.044299234,0.052894644,757.906387,456.1158896,24.31847319,-46.48519,0.06894111,-0.002108953,-53.84672,-29.980194,-609.9349,101.3248,-3.8458667,-26.128654,-6.329014,-7.3427954,-14.749964,-12.418922,-7.4162292,-2.7799432,-2.0800252,-5.296001,-7.310013
2,0.18095627,0.09085427,0.097378201,4.6673927,1250.96961,529.3131019,29.25228727,-36.593964,0.011386934,-0.000420216,-36.84616,-24.102636,-417.975,81.89021,-70.84036,-29.224487,7.96881,-19.375832,-3.0211718,7.6743274,-17.581533,-16.417484,-3.0714333,-0.8216347,5.07407
2,0.002548224,0.000943673,0.101839193,0.00133914,1216.284469,682.4613245,28.01871273,-57.549194,0.08645977,-0.04508334,-69.54224,-37.738876,-786.53345,96.86492,-17.924332,-0.18774739,7.33756,-24.437883,-7.5419602,9.026911,-7.8209066,-6.141797,1.5964556,-6.662213,-5.7150636
2,0.10500691,0.036201783,0.122104339,1.1580008,1418.602889,590.798638,27.25510477,-39.960793,0.001675575,-0.002839975,-39.344017,-25.528406,-446.3136,83.99325,-61.647247,-20.06333,-3.1246896,-30.852516,2.583086,5.805908,-23.729656,-4.846067,1.9509981,-17.439398,-5.80702
2,0.10968793,0.03747686,0.082700616,1.3202827,1082.307257,560.8073225,24.43651298,-38.814156,0.13313362,0.045527264,-40.84253,-24.126446,-463.06995,98.60707,-48.255016,-10.389374,-5.4154973,-44.48696,-9.750618,6.8896184,-13.820733,-2.1930845,-0.17296273,-11.681127,-0.84548384
2,0.056204483,0.020279072,0.124470339,0.40527734,1592.934361,661.0515143,27.95602637,-42.724747,0.017876776,0.009785376,-43.84453,-27.273867,-500.61694,71.37479,-68.071556,-19.388447,0.8553934,-28.85347,4.9204073,12.087913,-18.990118,-2.7745948,9.566258,-8.331851,-7.1994305
2,0.0618532,0.02602762,0.072378803,0.76408845,988.1126314,556.8869982,27.94683371,-39.313675,0.06256297,0.024147978,-41.78322,-24.908426,-476.2552,70.83004,-28.268242,-10.991848,-8.791113,-29.50659,-5.1034346,3.8220518,-10.28727,-1.5371639,-1.2309319,-10.804938,-2.9532123
2,0.09961989,0.045509435,0.074532414,1.9325327,1015.65676,558.7090233,26.89271861,-35.719048,0.093552664,-0.006761498,-35.11199,-22.30315,-408.99747,76.17941,-37.234898,-13.053427,-5.701287,-29.239477,-7.466268,-1.4636904,-13.538985,-0.94139373,-4.0434756,-15.580685,-3.266021
2,0.014301579,0.004720342,0.117611108,0.04309078,1261.772494,694.0146156,30.34902405,-49.835873,0.034263503,0.062296066,-54.513393,-33.627804,-624.2272,106.72255,-23.89817,-9.389467,-8.205185,-27.6994,2.6391714,2.7369268,-18.530941,-5.099628,-10.051271,-24.510803,-8.352985
2,0.03372472,0.010236597,0.095874508,0.14464533,1113.202556,481.4611679,24.33435503,-47.333313,0.03382362,0.041662715,-53.28113,-31.347876,-616.8616,82.00259,-28.5004,-1.2619643,3.8958607,-24.513138,-4.572949,1.3510904,-12.5780115,-0.5510236,-0.37542593,-10.687735,-2.6804452
2,0.20161165,0.08029276,0.096308594,3.9684193,1191.83044,565.4091045,26.51846064,-30.0562,0.074745215,0.01367031,-33.52908,-20.211517,-384.9052,109.72337,-51.92295,-26.836264,10.259753,-14.1620245,-1.9111389,14.519629,-3.9434586,-9.491943,-6.979305,-13.856667,-11.224401
2,0.017547755,0.006171857,0.107484139,0.049595557,1268.472559,456.0806907,21.85461007,-55.099567,-0.18383288,-0.003221466,-59.016273,-35.641758,-681.14966,66.83835,-46.784725,-5.492894,0.4868537,-30.759958,0.36294535,8.288328,-14.590568,-1.9937633,1.0877086,-10.679971,-1.906959
2,0.007233509,0.002216975,0.092951288,0.008160015,1185.494434,576.5939652,23.62552214,-55.75391,0.06237176,0.042845804,-64.02915,-38.526825,-738.1426,87.85776,-20.492958,-1.4370445,3.2347274,-24.052135,-6.065723,4.133344,-10.277846,-6.510209,-3.9023368,-6.8846145,-2.2610893
2,0.03341149,0.014275096,0.056745491,0.35723656,823.4539699,481.3736705,26.99339224,-41.551056,0.040604204,0.004404855,-46.608917,-28.04232,-528.1099,92.86181,-0.20636642,-23.350277,-6.8730364,-9.707842,-21.393084,-18.120874,-7.1631513,-3.617104,-6.8291655,-5.716951,-1.9377438
2,0.15959036,0.062980846,0.115967597,2.7731738,1345.296361,529.8495141,26.67172945,-38.464455,0.013969319,0.005550436,-37.43506,-24.309011,-423.5411,108.03725,-65.911255,-33.07398,-14.2054205,-37.978584,-3.9623356,-0.36670342,-19.152061,5.8220587,3.9978108,-17.264584,-2.438988
2,0.010582271,0.004571495,0.079429268,0.079523295,1431.159206,475.739689,22.61038218,-45.360424,4.37E-09,-7.39E-10,-54.374535,-30.669872,-625.23553,48.011127,5.8623495,-3.55099,2.4653933,-0.16431975,-4.2795334,-4.441614,-3.7599905,-1.4867806,0.51916534,-0.6579074,-2.966903
2,0.004090176,0.001187913,0.130460778,0.005166597,1485.174822,675.5315809,24.92743677,-54.784794,-0.01126554,-0.001648507,-67.14785,-35.66779,-763.37555,46.78584,-7.525271,2.7621508,10.842162,-4.9289536,-1.3874875,6.5530515,0.053759933,-0.12360429,2.6740282,-1.982894,-2.549648
2,0.017497351,0.007737856,0.055739435,0.1100797,929.5605843,467.7593077,23.14785504,-44.566334,0.059411477,0.012954058,-52.52559,-30.248592,-605.06323,70.61025,-2.7019968,-13.158829,2.414468,-2.2702367,-9.925569,-7.2194185,-3.6269817,-2.1879241,-1.8897768,-2.0579858,-2.2851152
2,0.012766177,0.004863811,0.108375265,0.037753794,1318.224804,552.2558751,26.67531205,-51.776356,0.09276311,-0.010837594,-58.966255,-33.83354,-673.85455,73.90621,-11.537238,-8.445362,-4.3731675,-21.91508,-7.7820196,5.462908,-4.9187865,-4.859486,-0.7448811,-6.726433,-7.304683
2,0.024472056,0.009875109,0.063630584,0.11028689,842.8754531,548.2918644,27.89799398,-38.72173,0.050638177,0.022332305,-47.78631,-25.86846,-552.0472,90.76254,-1.8466502,3.9927511,5.230423,-18.804857,-9.637095,-2.395002,-9.45743,0.29497066,2.231899,-8.348393,-3.3584497
3,0.006539485,0.002267201,0.078716856,0.008456607,1721.875338,421.5905056,21.946975,-55.899242,-0.001850317,-0.010424713,-63.309093,-36.772316,-719.66064,59.405933,-18.54657,-12.064002,5.9265804,-7.2223997,-8.988621,-2.3437076,-5.833503,-5.6666408,-3.2885957,-5.1244617,-3.2834945
3,0.013440692,0.005843166,0.099358724,0.04347842,1625.84667,683.5380994,23.83698061,-51.54726,0.0526764,0.04505704,-55.83543,-33.347946,-646.58765,54.61677,-28.335453,-15.567634,-0.7421704,-16.367355,-11.631829,-2.45823,-2.1713722,3.1625893,0.22701354,-4.909398,0.6503407
3,0.07066845,0.02280117,0.082607422,0.9444753,984.9366965,600.9852647,25.8069085,-31.342876,0.06909459,0.05081199,-44.524113,-20.98925,-505.69186,75.900406,-10.185589,8.467974,18.853888,-2.2549503,5.275538,9.257193,-1.5484974,0.45063335,-1.32027,-5.385416,0.72359693
3,0.013138402,0.004990202,0.113140808,0.06925606,1383.030817,619.5502458,24.45506572,-50.7566,0.00648469,0.012971197,-57.11637,-33.075123,-650.18,45.475124,-8.482941,-2.1557167,0.37426075,-13.370258,-7.4534583,-4.8439126,-11.5898695,-3.5254142,2.7111754,-3.302159,-3.49274
3,0.003516581,0.0015403,0.090167093,0.002424637,1009.050356,554.3175106,29.89218399,-61.222702,-0.09318762,0.04450202,-68.001434,-38.076004,-776.0416,89.89352,3.555647,-15.842256,-16.129383,-16.877459,-4.402791,-4.7634864,-10.161592,-3.0240066,-9.246685,-20.899378,-11.955711
3,0.06432428,0.019894596,0.066348044,0.45957556,799.5658192,491.2427943,24.66242781,-35.47428,0.053567197,-0.009805469,-47.131767,-25.68699,-542.58325,110.60376,16.098083,19.44689,15.555326,-12.705398,-9.328003,-8.072464,-14.355162,-4.4643984,-5.9065213,-15.329425,-10.125092
3,0.10006639,0.04297616,0.132574075,1.5432087,1505.76654,679.4530436,28.78623879,-40.013954,0.018367209,0.014030414,-41.39186,-25.654076,-467.6182,79.21215,-52.838,1.5212966,2.261223,-43.663895,-12.199279,-2.080008,-18.298199,-4.805461,-11.596848,-9.8075695,19.731455
3,0.01099677,0.003685186,0.110945992,0.0157322,1323.687218,729.587287,30.3589695,-47.9397,-0.000831653,-0.001825194,-58.60398,-31.908531,-671.53326,84.51672,-11.504712,22.073395,19.80037,-18.726997,-2.3088517,-0.14366472,-18.435541,-4.702884,-3.6889048,-15.220726,-3.341098
3,0.038600802,0.017360996,0.096204341,2.041004,1181.162892,559.3663706,24.18670754,-38.51324,0.052582517,0.036426913,-40.927876,-25.197496,-490.51422,23.256641,-0.8623669,0.7487209,-0.91798925,-7.997476,-5.822204,-5.2455883,-6.4132657,-2.5099065,-1.8191023,-2.5268095,-0.04849789
3,0.11078683,0.040704105,0.09693287,2.5871136,1184.861674,527.8748285,26.06256953,-37.90792,-0.044839032,-0.046112463,-40.0935,-25.409756,-465.53787,73.64427,-39.02097,-12.775822,3.2215843,-18.695435,-6.3471212,-4.465291,-14.565165,-2.8153803,-3.3778708,-7.4885263,5.4206314
3,0.020425376,0.007695256,0.094356142,0.08936924,1203.227665,652.2481491,29.62560212,-45.88496,0.06054987,-0.000283615,-49.54166,-30.237007,-560.81525,82.51062,-10.061231,-14.686279,-19.289995,-34.165897,-13.887531,-2.8685849,-8.749034,0.016409196,-0.09404376,-9.61126,-4.8024096
3,0.06365108,0.023021853,0.118853595,0.63831186,1468.098015,630.2192614,25.31865039,-41.343098,0.058407765,-0.004501934,-42.309593,-27.68739,-490.627,83.62733,-43.226685,-25.081352,1.9409584,-23.010235,-17.618515,0.4610963,-5.788051,-7.1037054,-3.5259619,-4.852874,-2.655268
3,0.090068154,0.04319031,0.124810566,3.3529098,1432.722771,383.0738507,29.19205587,-41.625523,0.029127117,0.00566736,-43.53595,-27.375896,-502.0198,36.55877,-44.24899,-13.291575,5.433933,-12.953198,-7.063205,-5.0987315,-7.699535,4.8465996,2.1692667,-3.7312946,5.9659376
3,0.01591744,0.005022811,0.113798634,0.07380594,1312.887539,587.343916,26.11309174,-49.328007,0.002681663,0.017846165,-53.635853,-32.479485,-620.9619,43.9136,-23.315859,3.425143,2.8121822,-21.963755,-1.7992566,7.030731,-8.630666,-6.0453777,-5.4202633,-9.258954,-1.0496402
3,0.027485436,0.010656341,0.075146321,0.39666086,1206.450508,566.6155506,26.65287576,-41.58277,7.48E-09,1.04E-09,-45.90031,-27.09406,-522.5169,38.212288,-15.028738,-9.929185,0.003973843,-8.06107,-3.7847452,2.1951857,-2.7767992,-5.03329,-5.6705484,-6.3756285,-1.810565
3,0.013136514,0.004389788,0.114198826,0.051563617,1970.658954,619.3039848,23.83731143,-49.589233,0.00890509,-0.009036057,-55.53208,-32.190323,-626.2334,48.774426,-13.190929,-9.80329,2.6291475,-9.438707,-12.620987,-6.303316,-5.14078,-4.0632906,-4.069673,-4.308901,-0.89024514
3,0.084092855,0.027830832,0.144077263,0.62649053,1586.261393,605.2078479,29.25428082,-39.517857,0.06329717,0.0294987,-41.787556,-27.12016,-472.1921,93.33832,-51.087288,-17.512222,2.116201,-27.340641,-0.5439618,8.54431,-22.049429,-11.750321,2.95548,-10.402445,-7.80803
3,0.16189066,0.06089017,0.156647739,2.374619,1749.90654,647.4494579,27.40064504,-34.34531,0.03319098,0.02423707,-36.70206,-22.732616,-414.96527,78.13304,-97.63289,-7.2925024,21.673689,-39.33493,-9.44939,6.4901624,-15.674287,8.958307,14.834968,-2.0354683,9.805573
3,0.006508409,0.002465083,0.085885067,0.03216804,1090.436508,480.3553178,24.37260096,-52.403774,0.012480051,0.006032948,-60.08716,-34.667797,-688.56976,34.92857,-9.41647,1.6382258,5.7897573,-9.470642,-5.4750175,1.4073385,-2.1730528,-1.5644445,-2.3564575,-4.8098073,-1.1772933
3,0.12926155,0.047255803,0.111395243,1.6504409,1240.527635,476.9138883,27.23221532,-39.489365,0.050940648,-0.004907847,-41.066063,-25.528496,-471.89255,118.214966,-44.389107,-11.124362,-5.4814334,-43.22588,-7.4495745,4.9549804,-19.639717,-5.6130815,-3.6523929,-18.358551,-5.7050347
3,0.024878409,0.00972599,0.092967457,0.12626508,1097.073781,562.5168679,29.48897123,-47.343117,-0.024937958,0.049554612,-49.97011,-30.878675,-581.5987,97.5065,-29.494791,-10.337653,0.9587052,-27.98367,-16.956238,-7.468104,-11.610817,-2.7452264,-9.207926,-15.421513,-1.1010544
3,0.038044684,0.016775222,0.067580065,0.25693855,1024.270328,547.7684904,27.4012742,-44.44981,0.005349887,-0.012768373,-46.714077,-28.352999,-528.43646,77.05551,-46.879967,-18.059378,-1.5791956,-25.69271,-4.791127,5.0746527,-10.309626,-2.79661,-2.09892,-12.286516,-7.0471015
3,0.1287996,0.043099277,0.149669829,1.6580253,1706.000089,607.7503067,27.83805014,-38.946186,0.17538543,0.022069715,-40.203148,-25.287481,-463.2516,94.77572,-79.85903,-20.5447,13.071452,-25.85412,0.5788103,8.993431,-20.98154,-4.422541,8.136983,-9.064341,-7.878976
3,0.018715182,0.007543604,0.099421823,0.14513129,1212.546148,567.1474195,26.5608132,-45.65235,1.94E-09,-1.03E-09,-48.160362,-29.499796,-561.45294,42.61446,-35.908096,-12.74113,6.0062604,-8.1843,-2.5330305,-0.791586,-9.352051,-6.7677073,-7.3061166,-4.1255956,7.061217
3,0.016363367,0.005912923,0.059409196,0.13733073,1009.380153,638.8031309,23.05045331,-43.018085,-0.00309423,0.002909484,-48.21258,-28.446756,-560.36456,37.842937,-6.4434133,1.7247311,2.4173088,-15.075579,-8.300252,3.0191257,-3.7995918,-6.486261,-0.8584347,-0.23772053,-2.673433
3,0.066583626,0.026757622,0.06832998,1.4803607,940.0976994,393.4243186,23.21119896,-41.08495,-0.000390494,-0.002392595,-43.42341,-26.948025,-518.1221,35.2765,-31.13178,-0.3111242,9.712544,-11.648208,-0.9881406,1.9572467,-8.614868,-0.665402,-0.93928134,-8.101175,-0.5286434
3,0.007416574,0.003137172,0.103309861,0.014279665,1408.006374,527.9209864,28.02419405,-51.926464,0.027647931,-0.022752326,-57.141094,-34.402267,-652.5239,64.0136,-5.756636,-12.109316,-6.351836,-13.842127,-11.855568,-10.481885,-9.946989,-1.3173137,-1.6208651,-7.935872,-5.3152895
3,0.006582716,0.002094717,0.07334017,0.016535038,967.7851821,521.6726646,25.43747112,-47.333042,0.00858501,0.000837972,-53.277546,-31.559322,-618.8726,58.291023,0.9012984,3.73775,2.0609608,-11.362281,-6.6612267,-10.385642,-15.523103,-1.954224,-0.16891076,-9.760216,-5.6323767
3,0.032735307,0.013255808,0.078933413,0.14606579,1159.857104,691.2293698,29.41398877,-45.6636,0.058914192,0.025121909,-49.24775,-30.028955,-558.8385,68.60632,-21.337397,4.060399,5.2341228,-28.195597,-18.421694,-7.80823,-9.999769,-4.434805,-12.222071,-12.463976,2.1944191
3,0.029653056,0.011447156,0.054821859,0.1362744,781.1935181,475.286629,26.09572137,-38.204746,0.11113882,-0.005725437,-48.17563,-25.587484,-551.7709,104.500015,4.669554,6.538406,4.1908126,-22.64231,-9.843986,1.8121064,-8.612889,-3.742171,-2.1423342,-12.816915,-6.801197
3,0.18311007,0.071550265,0.167459657,3.8694146,1839.499232,617.9117149,28.50103021,-32.648087,0.03193788,0.011392714,-35.834846,-22.65412,-412.14523,84.01796,-64.356735,19.944468,21.305182,-39.115143,-2.9166439,3.1275403,-15.927782,6.259956,-8.327075,-21.279472,4.9878616
3,0.043494485,0.016805433,0.091787269,0.22885294,1285.434371,663.1945159,28.64214815,-41.21898,0.008218261,0.024015019,-45.97082,-27.676283,-518.1296,107.678215,-39.721394,-15.69828,4.8086643,-19.55145,-8.5964775,-8.419747,-16.259897,0.35731882,-4.1467404,-15.239288,-2.9280913
3,0.012463169,0.004383616,0.055441223,0.07053871,998.411436,515.1612981,24.44012158,-50.05776,-0.00320608,0.002914622,-56.1619,-32.683247,-644.3709,34.672222,-9.480258,-10.159845,-5.765263,-8.985672,-1.5180818,2.5488052,-1.2666086,-0.80127794,-1.3978702,-3.216123,-1.0099796
3,0.03934146,0.017595753,0.062616411,0.2724194,995.4828245,693.4731574,33.95614943,-43.688545,0.049400352,0.031170368,-43.765884,-27.767551,-499.62677,72.09457,-21.658321,-14.99824,-12.118901,-30.729422,-19.806263,-12.49445,-11.57689,-2.7128253,-10.314737,-10.817849,6.808925
3,0.08588805,0.030336836,0.069982489,1.2093126,1046.426557,500.0287168,29.27940235,-38.798714,-0.004695727,0.005741401,-40.70537,-24.749447,-467.01923,58.41629,-15.646201,-5.0238233,-3.2756996,-23.497093,-13.433826,-5.1994505,-9.55342,-3.925426,-5.3978744,-9.079084,-1.7484314
3,0.025710134,0.008520715,0.057744274,0.0976264,827.5099156,482.6944576,26.5976202,-41.241165,0.002689019,-0.00477263,-47.554867,-28.22842,-536.5937,100.38438,-9.165237,-16.340347,-7.072191,-19.319355,-6.2943897,5.4816484,-6.0248337,-11.167009,-10.089129,-11.276343,-8.658718
3,0.023042982,0.008515394,0.090097924,0.21381573,1154.708123,756.7307147,30.70471568,-38.828682,0.02957541,-0.028974298,-45.80798,-26.666964,-525.3318,58.162632,-0.94955945,2.9432046,4.244384,-10.861069,-5.7710147,-2.0122242,-7.186602,-2.6830208,-2.4498723,-7.9948797,-4.8829966
